time,lat,lon,elevation,accuracy,bearing,speed,satellites,provider,hdop,vdop,pdop,geoidheight,ageofdgpsdata,dgpsid
2016-09-21T03:00:19Z,-34.726644,-58.247426,62.0,40.0,,,10,gps,500.0,500.0,500.0,38.0,22.0,M
2016-09-21T03:46:06Z,-34.727048,-58.247608,77.0,17.0,,0.0,8,gps,1,,,40.4,22.0,M
2016-09-21T03:46:15Z,-34.727013,-58.247357,12.0,15.0,,0.0,9,gps,1,1.0,3.3,55.5,22.0,M
2016-09-21T03:46:24Z,-34.726999,-58.247359,25.0,13.0,,0.0,11,gps,1,1.0,2.6,-9.6,22.0,M
2016-09-21T03:46:32Z,-34.727020,-58.247379,24.0,13.0,,0.0,9,gps,1,0.9,1.4,3.0,22.0,M
2016-09-21T03:46:40Z,-34.727015,-58.247365,27.0,17.0,,0.0,1,gps,1,1.0,1.7,2.2,22.0,M
2016-09-21T03:46:48Z,-34.726998,-58.247344,28.0,14.0,,0.0,6,gps,1,1.0,2.5,4.8,22.0,M
2016-09-21T03:46:56Z,-34.726975,-58.247305,28.0,16.0,,0.0,4,gps,1,0.9,1.7,5.7,22.0,M
2016-09-21T03:47:04Z,-34.726890,-58.247333,28.0,12.0,350.9,1.17,6,gps,1,0.9,1.7,6.3,22.0,M
2016-09-21T03:47:12Z,-34.726716,-58.247461,29.0,7.0,309.5,1.01,6,gps,1,0.9,1.5,5.7,22.0,M
2016-09-21T03:47:19Z,-34.726688,-58.247496,28.0,9.0,,0.0,2,gps,1,0.9,1.3,7.2,22.0,M
2016-09-21T03:47:26Z,-34.726694,-58.247501,28.0,14.0,,0.0,3,gps,1,0.9,1.3,6.3,22.0,M
2016-09-21T03:47:34Z,-34.726712,-58.247499,28.0,11.0,,0.0,10,gps,1,0.9,1.5,6.0,22.0,M
2016-09-21T03:47:42Z,-34.726721,-58.247496,31.0,18.0,,0.0,11,gps,1.2,0.9,1.5,6.5,22.0,M
2016-09-21T03:47:50Z,-34.726712,-58.247507,29.0,20.0,,0.0,2,gps,1,,,8.5,22.0,M
2016-09-21T03:47:59Z,-34.726713,-58.247494,29.0,16.0,,0.0,9,gps,1,0.9,1.8,6.7,22.0,M
2016-09-21T03:48:09Z,-34.726707,-58.247480,30.0,15.0,,0.0,8,gps,1,0.9,2.0,7.1,22.0,M
2016-09-21T03:48:18Z,-34.726707,-58.247493,31.0,15.0,,0.0,8,gps,1,1.0,2.7,8.3,22.0,M
2016-09-21T03:48:26Z,-34.726705,-58.247499,33.0,9.0,,0.0,7,gps,1.3,1.0,1.6,9.4,22.0,M
2016-09-21T03:48:34Z,-34.726705,-58.247507,32.0,9.0,,0.0,7,gps,1,,,10.7,22.0,M
2016-09-21T03:48:42Z,-34.726707,-58.247514,29.0,10.0,,0.0,6,gps,1,0.9,1.4,10.2,22.0,M
2016-09-21T03:48:50Z,-34.726713,-58.247515,30.0,14.0,,0.0,5,gps,1,0.9,1.6,6.8,22.0,M
2016-09-21T03:48:59Z,-34.726718,-58.247515,33.0,15.0,,0.0,8,gps,1,0.9,1.5,8.2,22.0,M
2016-09-21T03:49:07Z,-34.726721,-58.247518,32.0,19.0,,0.0,4,gps,1,0.9,1.5,10.6,22.0,M
2016-09-21T03:49:15Z,-34.726725,-58.247518,32.0,14.0,,0.0,4,gps,1,0.9,1.6,10.1,22.0,M
2016-09-21T03:49:22Z,-34.726729,-58.247518,31.0,17.0,,0.0,8,gps,1.2,1.0,1.6,9.6,22.0,M
2016-09-21T03:49:30Z,-34.726764,-58.247671,31.0,15.0,248.1,2.32,7,gps,1,,,9.0,22.0,M
2016-09-21T03:49:37Z,-34.726879,-58.248035,28.0,12.0,240.8,3.31,10,gps,1.4,1.0,1.7,9.4,22.0,M
2016-09-21T03:49:44Z,-34.727048,-58.248261,32.0,11.0,232.1,3.25,11,gps,1.1,0.9,1.4,6.4,22.0,M
2016-09-21T03:49:52Z,-34.727272,-58.248343,31.0,10.0,188.8,3.5,13,gps,1,,,10.5,22.0,M
2016-09-21T03:49:59Z,-34.727534,-58.248281,25.0,14.0,160.7,4.56,7,gps,1,0.9,1.3,8.7,22.0,M
2016-09-21T03:50:07Z,-34.727813,-58.247979,19.0,11.0,143.8,4.72,8,gps,1,1.0,1.9,3.3,22.0,M
2016-09-21T03:50:14Z,-34.728104,-58.247846,27.0,12.0,153.3,4.13,6,gps,1.8,0.9,2.1,-2.7,22.0,M
2016-09-21T03:50:21Z,-34.728315,-58.247684,30.0,17.0,146.1,4.27,2,gps,1,,,5.3,22.0,M
2016-09-21T03:50:28Z,-34.728406,-58.247812,31.0,8.0,227.6,3.86,10,gps,1.0,0.9,1.4,7.6,22.0,M
2016-09-21T03:50:35Z,-34.728539,-58.248069,28.0,15.0,242.0,4.66,6,gps,1,,,9.3,22.0,M
2016-09-21T03:50:43Z,-34.728644,-58.248336,27.0,19.0,238.0,2.47,6,gps,1,1.0,1.8,6.2,22.0,M
2016-09-21T03:50:51Z,-34.728534,-58.248571,35.0,13.0,326.2,4.42,13,gps,1,1.0,1.8,4.7,22.0,M
