time,lat,lon,elevation,accuracy,bearing,speed,satellites,provider,hdop,vdop,pdop,geoidheight,ageofdgpsdata,dgpsid
2016-10-06T23:44:36Z,-34.706116,-58.279088,38.0,152.0,,0.0,4,gps,500.0,500.0,500.0,,,
2016-10-06T23:44:36Z,-34.706116,-58.279088,38.0,152.0,,0.0,0,gps,,,,,,
2016-10-06T23:44:37Z,-34.706116,-58.279088,38.0,154.0,,0.0,4,gps,1,,,15.7,22.0,M
2016-10-06T23:44:37Z,-34.706116,-58.279088,38.0,154.0,,0.0,0,gps,,,,,,
2016-10-06T23:44:38Z,-34.706116,-58.279088,38.0,160.0,,0.0,4,gps,1,500.0,500.0,15.7,22.0,M
2016-10-06T23:44:38Z,-34.706116,-58.279088,38.0,160.0,,0.0,0,gps,,,,,,
2016-10-06T23:44:39Z,-34.706116,-58.279088,38.0,152.0,,0.0,4,gps,1,500.0,500.0,15.7,22.0,M
2016-10-06T23:44:39Z,-34.706116,-58.279088,38.0,152.0,,0.0,0,gps,,,,,,
2016-10-06T23:44:40Z,-34.706116,-58.279088,38.0,155.0,,0.0,4,gps,1,500.0,500.0,15.7,22.0,M
2016-10-06T23:44:40Z,-34.706116,-58.279088,38.0,155.0,,0.0,0,gps,,,,,,
2016-10-06T23:44:41Z,-34.706115,-58.279087,38.0,146.0,,0.0,4,gps,500.0,500.0,500.0,15.7,22.0,M
2016-10-06T23:44:41Z,-34.706115,-58.279087,38.0,146.0,,0.0,0,gps,,,,,,
2016-10-06T23:44:42Z,-34.706114,-58.279087,38.0,150.0,,0.0,4,gps,500.0,500.0,500.0,15.7,22.0,M
2016-10-06T23:44:42Z,-34.706114,-58.279087,38.0,150.0,,0.0,0,gps,,,,,,
2016-10-06T23:44:43Z,-34.706115,-58.279087,38.0,143.0,,0.0,4,gps,500.0,500.0,500.0,15.7,22.0,M
2016-10-06T23:44:43Z,-34.706115,-58.279087,38.0,143.0,,0.0,0,gps,,,,,,
2016-10-06T23:44:44Z,-34.706115,-58.279087,38.0,146.0,,0.0,4,gps,1,,,15.7,22.0,M
2016-10-06T23:44:44Z,-34.706115,-58.279087,38.0,146.0,,0.0,0,gps,,,,,,
2016-10-06T23:44:45Z,-34.706116,-58.279088,38.0,148.0,,0.0,4,gps,1,500.0,500.0,15.7,22.0,M
2016-10-06T23:44:45Z,-34.706116,-58.279088,38.0,148.0,,0.0,0,gps,,,,,,
2016-10-06T23:44:46Z,-34.706117,-58.279088,38.0,145.0,,0.0,4,gps,1,500.0,500.0,15.7,22.0,M
2016-10-06T23:44:46Z,-34.706117,-58.279088,38.0,145.0,,0.0,0,gps,,,,,,
2016-10-06T23:44:47Z,-34.706117,-58.279088,38.0,148.0,,0.0,4,gps,500.0,500.0,500.0,15.7,22.0,M
2016-10-06T23:44:47Z,-34.706117,-58.279088,38.0,148.0,,0.0,0,gps,,,,,,
2016-10-06T23:44:48Z,-34.706117,-58.279088,38.0,154.0,,0.0,4,gps,1,,,15.7,22.0,M
2016-10-06T23:44:48Z,-34.706117,-58.279088,38.0,154.0,,0.0,0,gps,,,,,,
2016-10-06T23:44:49Z,-34.706117,-58.279088,38.0,149.0,,0.0,4,gps,1,500.0,500.0,15.7,22.0,M
2016-10-06T23:44:49Z,-34.706117,-58.279088,38.0,149.0,,0.0,0,gps,,,,,,
2016-10-06T23:44:50Z,-34.706117,-58.279088,38.0,156.0,,0.0,4,gps,500.0,500.0,500.0,15.7,22.0,M
