time,lat,lon,elevation,accuracy,bearing,speed,satellites,provider,hdop,vdop,pdop,geoidheight,ageofdgpsdata,dgpsid
2016-10-07T01:41:34Z,-34.715408,-58.284381,45.0,14.0,,0.0,3,gps,1,,,24.3,22.0,M
2016-10-07T01:41:42Z,-34.715379,-58.284388,47.0,13.0,,0.0,5,gps,1.4,1.0,1.7,23.4,22.0,M
2016-10-07T01:41:50Z,-34.715380,-58.284389,47.0,10.0,,0.0,9,gps,1.1,0.9,1.4,25.3,22.0,M
2016-10-07T01:41:58Z,-34.715387,-58.284384,46.0,14.0,,0.0,7,gps,1.2,0.9,1.6,25.4,22.0,M
2016-10-07T01:42:06Z,-34.715398,-58.284392,44.0,13.0,,0.0,8,gps,1.0,0.9,1.4,23.8,22.0,M
2016-10-07T01:42:09Z,-34.715400,-58.284389,43.0,10.0,,0.0,1,gps,1,,,22.1,22.0,M
2016-10-07T01:42:17Z,-34.715392,-58.284397,41.0,10.0,,0.0,10,gps,1,1.0,23.9,21.4,22.0,M
2016-10-07T01:42:25Z,-34.715382,-58.284396,44.0,8.0,,0.0,6,gps,1,0.8,1.1,19.3,22.0,M
2016-10-07T01:42:33Z,-34.715389,-58.284401,41.0,11.0,,0.0,6,gps,1,0.8,1.1,21.6,22.0,M
2016-10-07T01:42:41Z,-34.715388,-58.284399,41.0,12.0,,0.0,2,gps,1,0.8,1.1,18.6,22.0,M
2016-10-07T01:42:49Z,-34.715391,-58.284399,40.0,17.0,,0.0,10,gps,1,0.9,1.3,18.7,22.0,M
2016-10-07T01:42:57Z,-34.715392,-58.284400,41.0,17.0,,0.0,3,gps,1,0.9,1.3,18.3,22.0,M
2016-10-07T01:43:06Z,-34.715382,-58.284396,43.0,6.0,,0.0,1,gps,1,0.9,1.2,19.2,22.0,M
2016-10-07T01:43:13Z,-34.715379,-58.284394,43.0,9.0,,0.0,1,gps,1,,,21.2,22.0,M
2016-10-07T01:43:20Z,-34.715380,-58.284393,43.0,12.0,,0.0,0,gps,1,0.8,1.3,21.0,22.0,M
2016-10-07T01:43:28Z,-34.715381,-58.284390,44.0,20.0,,0.0,2,gps,1,1.0,3.7,21.1,22.0,M
2016-10-07T01:43:36Z,-34.715382,-58.284399,44.0,13.0,,0.0,10,gps,1,0.9,1.4,21.7,22.0,M
2016-10-07T01:43:44Z,-34.715375,-58.284391,44.0,9.0,,0.0,13,gps,1,0.8,1.3,21.5,22.0,M
2016-10-07T01:43:45Z,-34.715348,-58.284362,43.0,8.0,,0.0,0,gps,0.7,0.8,1.1,21.6,22.0,M
2016-10-07T01:43:54Z,-34.715384,-58.284392,41.0,11.0,,0.0,5,gps,1,,,20.7,22.0,M
2016-10-07T01:44:02Z,-34.715386,-58.284389,39.0,11.0,,0.0,11,gps,1,0.8,1.2,19.0,22.0,M
2016-10-07T01:44:07Z,-34.715387,-58.284388,39.0,8.0,,0.0,0,gps,1,0.8,1.1,17.1,22.0,M
2016-10-07T01:44:15Z,-34.715390,-58.284382,40.0,7.0,,0.0,12,gps,1,1.0,1.5,16.8,22.0,M
2016-10-07T01:44:22Z,-34.715390,-58.284385,40.0,8.0,,0.0,0,gps,1,0.8,1.2,18.0,22.0,M
2016-10-07T01:44:28Z,-34.715390,-58.284385,39.0,8.0,,0.0,13,gps,0.8,0.8,1.2,17.7,22.0,M
2016-10-07T01:44:36Z,-34.715389,-58.284387,39.0,7.0,,0.0,16,gps,1,,,17.4,22.0,M
2016-10-07T01:44:43Z,-34.715382,-58.284387,40.0,10.0,,0.0,5,gps,1,0.8,1.1,17.4,22.0,M
2016-10-07T01:44:51Z,-34.715383,-58.284387,39.0,10.0,,0.0,12,gps,1,0.9,1.4,17.8,22.0,M
2016-10-07T01:44:59Z,-34.715382,-58.284389,40.0,10.0,,0.0,5,gps,1,0.9,1.2,16.9,22.0,M
2016-10-07T01:45:07Z,-34.715385,-58.284393,39.0,7.0,,0.0,6,gps,1,0.8,1.2,17.6,22.0,M
2016-10-07T01:45:15Z,-34.715384,-58.284392,40.0,7.0,,0.0,11,gps,1,0.9,1.3,17.2,22.0,M
2016-10-07T01:45:15Z,-34.715386,-58.284363,44.0,7.0,93.9,1.12,13,gps,1,0.8,1.2,17.8,22.0,M
2016-10-07T01:45:24Z,-34.715383,-58.284395,40.0,9.0,,0.0,10,gps,1,0.8,1.2,21.6,22.0,M
2016-10-07T01:45:38Z,-34.715380,-58.284397,41.0,5.0,,0.0,5,gps,1,0.8,1.1,18.5,22.0,M
2016-10-07T01:45:46Z,-34.715380,-58.284398,41.0,12.0,,0.0,8,gps,1,0.9,1.4,18.7,22.0,M
2016-10-07T01:45:53Z,-34.715378,-58.284396,41.0,13.0,,0.0,6,gps,1.1,0.9,1.4,18.9,22.0,M
2016-10-07T01:46:01Z,-34.715377,-58.284399,41.0,10.0,,0.0,12,gps,0.8,0.8,1.2,19.1,22.0,M
2016-10-07T01:46:09Z,-34.715379,-58.284400,41.0,11.0,,0.0,11,gps,1,,,18.9,22.0,M
2016-10-07T01:46:14Z,-34.715379,-58.284400,40.0,10.0,,0.0,3,gps,1,0.8,1.2,18.5,22.0,M
2016-10-07T01:46:16Z,-34.715379,-58.284401,40.0,10.0,,0.0,3,gps,4.8,1.0,4.9,18.4,22.0,M
2016-10-07T01:46:24Z,-34.715378,-58.284402,40.0,8.0,,0.0,6,gps,1,,,18.5,22.0,M
2016-10-07T01:46:32Z,-34.715379,-58.284401,40.0,10.0,,0.0,3,gps,1,0.8,1.3,18.0,22.0,M
2016-10-07T01:46:40Z,-34.715379,-58.284397,40.0,8.0,,0.0,10,gps,1.0,0.8,1.3,18.0,22.0,M
2016-10-07T01:46:46Z,-34.715380,-58.284396,41.0,9.0,,0.0,10,gps,1,,,18.1,22.0,M
2016-10-07T01:46:56Z,-34.715383,-58.284392,41.0,6.0,,0.0,13,gps,0.8,0.8,1.2,18.7,22.0,M
2016-10-07T01:47:03Z,-34.715383,-58.284391,41.0,10.0,,0.0,11,gps,0.8,0.8,1.2,18.7,22.0,M
2016-10-07T01:47:11Z,-34.715383,-58.284392,41.0,14.0,,0.0,13,gps,0.8,0.8,1.2,18.7,22.0,M
2016-10-07T01:47:19Z,-34.715384,-58.284392,41.0,9.0,,0.0,5,gps,1,,,19.1,22.0,M
2016-10-07T01:47:27Z,-34.715384,-58.284391,41.0,11.0,,0.0,11,gps,1,0.8,1.3,19.1,22.0,M
2016-10-07T01:47:35Z,-34.715384,-58.284392,41.0,13.0,,0.0,11,gps,1,0.8,1.2,19.4,22.0,M
2016-10-07T01:47:43Z,-34.715384,-58.284390,41.0,10.0,,0.0,5,gps,1,0.8,1.2,19.2,22.0,M
2016-10-07T01:47:51Z,-34.715383,-58.284392,41.0,8.0,,0.0,8,gps,1,0.8,1.1,19.2,22.0,M
2016-10-07T01:47:57Z,-34.715384,-58.284390,41.0,9.0,,0.0,15,gps,1,0.8,1.1,19.0,22.0,M
2016-10-07T01:48:05Z,-34.715385,-58.284388,41.0,13.0,,0.0,1,gps,1,0.8,1.1,18.8,22.0,M
2016-10-07T01:48:12Z,-34.715385,-58.284388,41.0,9.0,,0.0,2,gps,1,0.8,1.1,18.7,22.0,M
2016-10-07T01:48:20Z,-34.715385,-58.284387,41.0,6.0,,0.0,14,gps,0.8,0.8,1.1,18.8,22.0,M
2016-10-07T01:48:28Z,-34.715386,-58.284386,41.0,9.0,,0.0,13,gps,1,,,19.1,22.0,M
2016-10-07T01:48:35Z,-34.715386,-58.284386,41.0,12.0,,0.0,1,gps,1,0.8,1.1,19.0,22.0,M
2016-10-07T01:48:43Z,-34.715387,-58.284385,41.0,7.0,,0.0,12,gps,1,0.8,1.1,19.1,22.0,M
2016-10-07T01:48:50Z,-34.715387,-58.284385,41.0,10.0,,0.0,12,gps,0.8,0.8,1.1,19.3,22.0,M
2016-10-07T01:48:57Z,-34.715386,-58.284386,42.0,10.0,,0.0,11,gps,0.8,0.8,1.1,19.5,22.0,M
2016-10-07T01:49:05Z,-34.715386,-58.284384,41.0,9.0,,0.0,8,gps,1,,,19.5,22.0,M
