time,lat,lon,elevation,accuracy,bearing,speed,satellites,provider,hdop,vdop,pdop,geoidheight,ageofdgpsdata,dgpsid
2016-09-18T15:08:49Z,-34.715250,-58.284462,52.0,17.0,,0.0,6,gps,1.2,0.9,1.5,,,
2016-09-18T15:08:58Z,-34.715320,-58.284431,54.0,25.0,,0.0,9,gps,1,,,29.6,22.0,M
2016-09-18T15:09:22Z,-34.715331,-58.284448,48.0,40.0,,0.0,7,gps,1,1.0,2.4,29.0,22.0,M
2016-09-18T15:09:50Z,-34.715320,-58.284453,48.0,38.0,,0.0,6,gps,2.2,1.0,2.4,26.1,22.0,M
2016-09-18T15:10:02Z,-34.715247,-58.284527,51.0,40.0,,0.0,6,gps,1,,,25.9,22.0,M
2016-09-18T15:10:16Z,-34.715262,-58.284512,46.0,36.0,,0.0,6,gps,1,1.0,1.8,24.7,22.0,M
2016-09-18T15:10:33Z,-34.715261,-58.284523,46.0,31.0,,0.0,6,gps,1,1.0,1.8,23.6,22.0,M
2016-09-18T15:34:24Z,-34.715355,-58.284534,85.0,40.0,,,6,gps,1,,,60.7,22.0,M
2016-09-18T16:35:18Z,-34.715448,-58.284390,56.0,25.0,,0.0,7,gps,1,1.0,11.6,20.7,22.0,M
2016-09-18T16:35:35Z,-34.715415,-58.284390,48.0,39.0,,0.0,6,gps,1,1.0,1.8,23.8,22.0,M
2016-09-18T16:35:53Z,-34.715420,-58.284375,49.0,23.0,,0.0,7,gps,1,1.0,1.8,26.1,22.0,M
2016-09-18T16:36:05Z,-34.715402,-58.284362,48.0,28.0,,0.0,6,gps,1,0.9,1.5,26.7,22.0,M
2016-09-18T16:36:17Z,-34.715395,-58.284359,47.0,40.0,,0.0,8,gps,1,1.0,2.0,25.6,22.0,M
2016-09-18T16:36:27Z,-34.715391,-58.284358,48.0,27.0,,0.0,6,gps,1.5,0.9,1.8,24.9,22.0,M
2016-09-18T16:36:37Z,-34.715380,-58.284366,45.0,32.0,,0.0,5,gps,1,,,26.0,22.0,M
2016-09-18T16:36:48Z,-34.715363,-58.284371,42.0,29.0,,0.0,7,gps,1.8,1.0,2.0,22.9,22.0,M
2016-09-18T16:36:59Z,-34.715363,-58.284372,41.0,25.0,,0.0,6,gps,1,,,19.9,22.0,M
2016-09-18T16:37:09Z,-34.715354,-58.284370,41.0,29.0,,0.0,5,gps,1,0.9,1.8,19.5,22.0,M
2016-09-18T16:37:21Z,-34.715338,-58.284369,37.0,22.0,,0.0,6,gps,1,0.9,1.8,18.9,22.0,M
2016-09-18T16:37:32Z,-34.715340,-58.284365,38.0,25.0,,0.0,7,gps,1,0.9,1.5,14.9,22.0,M
2016-09-18T16:37:43Z,-34.715341,-58.284363,39.0,33.0,,0.0,7,gps,1,1.0,2.0,16.3,22.0,M
2016-09-18T16:37:54Z,-34.715342,-58.284361,38.0,26.0,,0.0,6,gps,1,0.9,1.4,16.7,22.0,M
2016-09-18T16:38:04Z,-34.715341,-58.284360,39.0,26.0,,0.0,6,gps,1,1.0,2.2,16.3,22.0,M
2016-09-18T16:38:15Z,-34.715345,-58.284363,41.0,33.0,,0.0,7,gps,1,1.0,1.8,16.5,22.0,M
2016-09-18T16:38:26Z,-34.715348,-58.284364,42.0,27.0,,0.0,7,gps,1,1.0,2.2,18.5,22.0,M
2016-09-18T16:38:36Z,-34.715347,-58.284366,41.0,24.0,,0.0,6,gps,1,1.0,1.9,20.0,22.0,M
2016-09-18T16:38:47Z,-34.715347,-58.284366,41.0,24.0,,0.0,7,gps,1,1.0,1.9,19.2,22.0,M
2016-09-18T16:38:57Z,-34.715342,-58.284367,41.0,23.0,,0.0,6,gps,1,1.0,1.9,19.4,22.0,M
2016-09-18T16:39:08Z,-34.715344,-58.284370,41.0,23.0,,0.0,7,gps,1,1.0,2.1,19.4,22.0,M
2016-09-18T16:39:17Z,-34.715346,-58.284371,42.0,27.0,,0.0,5,gps,1,0.9,1.9,19.2,22.0,M
2016-09-18T16:39:28Z,-34.715347,-58.284370,42.0,28.0,,0.0,6,gps,1,0.9,1.9,20.0,22.0,M
2016-09-18T16:39:39Z,-34.715334,-58.284364,38.0,18.0,,0.0,10,gps,1,0.9,1.9,19.7,22.0,M
2016-09-18T16:39:48Z,-34.715324,-58.284355,35.0,13.0,,0.0,3,gps,1,0.8,1.4,16.0,22.0,M
2016-09-18T16:39:56Z,-34.715324,-58.284367,37.0,10.0,,0.0,8,gps,1.2,0.9,1.5,13.1,22.0,M
2016-09-18T16:40:05Z,-34.715330,-58.284371,40.0,12.0,,0.0,4,gps,1,,,15.4,22.0,M
2016-09-18T16:40:15Z,-34.715333,-58.284376,42.0,14.0,,0.0,9,gps,1,0.9,1.4,17.8,22.0,M
2016-09-18T16:40:25Z,-34.715333,-58.284377,42.0,39.0,,0.0,5,gps,1,0.9,1.4,19.6,22.0,M
2016-09-18T16:40:38Z,-34.715334,-58.284377,41.0,39.0,,0.0,6,gps,1.6,0.9,1.8,19.6,22.0,M
2016-09-18T16:40:48Z,-34.715334,-58.284376,42.0,31.0,,0.0,7,gps,1,,,19.4,22.0,M
2016-09-18T16:40:57Z,-34.715336,-58.284375,42.0,18.0,,0.0,8,gps,1,0.9,1.9,19.6,22.0,M
2016-09-18T16:41:05Z,-34.715335,-58.284376,41.0,12.0,,0.0,6,gps,1,0.9,1.4,19.6,22.0,M
2016-09-18T16:41:13Z,-34.715335,-58.284375,41.0,13.0,,0.0,5,gps,1,0.9,1.6,19.1,22.0,M
2016-09-18T16:41:26Z,-34.715334,-58.284376,41.0,27.0,,0.0,9,gps,1,0.9,1.4,18.9,22.0,M
2016-09-18T16:41:33Z,-34.715334,-58.284384,42.0,13.0,,0.0,0,gps,1,0.9,1.4,18.5,22.0,M
2016-09-18T16:41:41Z,-34.715336,-58.284383,43.0,19.0,,0.0,2,gps,1,0.9,1.3,19.9,22.0,M
2016-09-18T16:41:50Z,-34.715336,-58.284383,43.0,21.0,,0.0,6,gps,1,500.0,500.0,21.3,22.0,M
2016-09-18T16:41:59Z,-34.715335,-58.284388,43.0,28.0,,0.0,5,gps,1,0.9,1.5,20.8,22.0,M
2016-09-18T16:42:08Z,-34.715340,-58.284388,44.0,22.0,,0.0,10,gps,1.1,0.9,1.4,21.1,22.0,M
2016-09-18T16:42:16Z,-34.715340,-58.284392,45.0,17.0,,0.0,2,gps,1,,,22.4,22.0,M
2016-09-18T16:42:24Z,-34.715340,-58.284389,43.0,21.0,,0.0,3,gps,1,0.9,1.3,22.7,22.0,M
2016-09-18T16:42:33Z,-34.715338,-58.284391,42.0,17.0,,0.0,3,gps,1,0.8,1.2,21.4,22.0,M
2016-09-18T16:42:42Z,-34.715340,-58.284391,42.0,19.0,,0.0,10,gps,1.4,0.9,1.6,19.8,22.0,M
2016-09-18T16:42:50Z,-34.715364,-58.284455,38.0,16.0,299.8,1.7,13,gps,1,,,20.4,22.0,M
2016-09-18T16:42:57Z,-34.715248,-58.284566,49.0,14.0,18.1,3.86,3,gps,1,0.8,1.1,16.3,22.0,M
2016-09-18T16:43:04Z,-34.714905,-58.284417,40.0,8.0,43.6,5.17,11,gps,0.7,0.8,1.1,26.6,22.0,M
2016-09-18T16:43:11Z,-34.714747,-58.284191,34.0,13.0,71.0,3.69,9,gps,1.0,0.9,1.3,18.5,22.0,M
2016-09-18T16:43:20Z,-34.714646,-58.283793,31.0,16.0,,,1,gps,1,,,11.6,22.0,M
2016-09-18T16:43:28Z,-34.714982,-58.283648,39.0,12.0,151.7,4.19,1,gps,1,0.9,1.2,8.8,22.0,M
2016-09-18T16:43:37Z,-34.715427,-58.283475,65.0,13.0,,,15,gps,0.6,0.8,1.0,17.2,22.0,M
2016-09-18T16:43:46Z,-34.715871,-58.283287,58.0,10.0,160.6,4.51,2,gps,1,,,42.6,22.0,M
2016-09-18T16:43:53Z,-34.715965,-58.283183,53.0,12.0,160.4,0.2,6,gps,1.2,0.9,1.5,35.8,22.0,M
2016-09-18T16:44:00Z,-34.715978,-58.283110,47.0,8.0,160.5,1.87,2,gps,1,,,31.3,22.0,M
2016-09-18T16:44:07Z,-34.715885,-58.282814,48.0,9.0,63.8,4.38,8,gps,0.9,0.9,1.3,24.8,22.0,M
2016-09-18T16:44:15Z,-34.715658,-58.282439,40.0,7.0,,,4,gps,1,,,25.6,22.0,M
2016-09-18T16:44:22Z,-34.715520,-58.282063,43.0,9.0,,,9,gps,1,0.8,1.1,18.2,22.0,M
2016-09-18T16:44:29Z,-34.715273,-58.281710,35.0,9.0,61.1,5.48,1,gps,1,0.8,1.1,21.0,22.0,M
